1655713099-1480,https://nookipedia.com/wiki/Category:Locations,Animal Island,https://nookipedia.com/wiki/Animal_Island,Animal Island,"Animal Island,[1] also known simply as the island, is a resort that appears in Animal Crossing and Doubutsu no Mori e+. It is a small island inhabited by a sole inhabitant known as an islander, and also contains an empty bungalow which can be freely used by the player. Upon the first visit, the player will be asked by Kapp'n to name the island. The island will generate in one of a few different layouts, and it contains its own flag post, allowing for some degree of customization. In Animal Crossing, the island is shared by all players in town. In Doubutsu no Mori e+, each player can acquire their own personal island. The island can be named, and ""Island"" will be appended to the chosen name.",https://dodo.ac/np/images/thumb/e/e2/Animal_Island_PG_Artwork.jpg/250px-Animal_Island_PG_Artwork.jpg
1655712950-1427,https://nookipedia.com/wiki/Category:Locations,Nookway,https://nookipedia.com/wiki/Nookway,Nookway,"Nookway is the third incarnation of Tom Nook's store. It first appears in Doubutsu no Mori and appears in all subsequent games up to and including Animal Crossing: City Folk. It is a supermarket, featuring more items than its predecessor, Nook 'n' Go. It upgrades to Nookington's.",https://dodo.ac/np/images/thumb/a/aa/CF_Nookway_Exterior.png/250px-CF_Nookway_Exterior.png
1655712989-1442,https://nookipedia.com/wiki/Category:Locations,Kicks (shop),https://nookipedia.com/wiki/Kicks_(shop),Kicks (shop),"Kicks (Japanese: Shoe Shank) is a shoe store, first introduced in Animal Crossing: New Leaf and re-appearing as a pop-up shop in Animal Crossing: Pocket Camp.",https://dodo.ac/np/images/thumb/a/a3/NL_Kicks_Exterior.jpg/250px-NL_Kicks_Exterior.jpg
1655713017-1453,https://nookipedia.com/wiki/Category:Locations,Fortune Shop,https://nookipedia.com/wiki/Fortune_Shop,Fortune Shop,"The Fortune Teller Shop is a shop that appears in Animal Crossing, Animal Crossing: Wild World, Animal Crossing: City Folk, and Animal Crossing: New Leaf.  The shop is run by a panther named Katrina, who offers to read the player their fortunes, help remove bad luck, and sell good luck charms.",https://dodo.ac/np/images/9/96/NL_Fortune_Shop_Exterior.jpg
1655713003-1447,https://nookipedia.com/wiki/Category:Locations,Happy Homeroom,https://nookipedia.com/wiki/Happy_Homeroom,Happy Homeroom,"The Happy Homeroom is a location in Animal Crossing: Pocket Camp where the player can take classes that involve designing a room for a character. Each class has a villager and theme, and they are judged by Lottie, Lyle, or Digby. Starting from version 4.4.2, Lyle and Digby were replaced by Niko and Wardell.",https://dodo.ac/np/images/thumb/a/a8/PC_Happy_Homeroom.png/250px-PC_Happy_Homeroom.png
1655712912-1412,https://nookipedia.com/wiki/Category:Locations,Restaurant,https://nookipedia.com/wiki/Restaurant,Restaurant,"The restaurant is a facility that appears in Animal Crossing: Happy Home Designer and Animal Crossing: New Horizons – Happy Home Paradise. In the former game, it is situated on the lower section of Main Street which becomes accessible once the second phase of facilities are unlocked (alongside the office, second shop, and department store). In the latter game, it is located on the main island of the archipelago directly to the left of the apparel shop.",https://dodo.ac/np/images/thumb/7/70/HHD_Restaurant_1.png/250px-HHD_Restaurant_1.png
1655712890-1406,https://nookipedia.com/wiki/Category:Locations,Shampoodle,https://nookipedia.com/wiki/Shampoodle,Shampoodle,"Shampoodle is a barber shop introduced in Animal Crossing: Wild World, owned and run by Harriet the poodle. Shampoodle allows players to change their hairstyle and eye color from their initial style to a new one, determined by answering a series of questions proposed by Harriet. In Animal Crossing: City Folk and Animal Crossing: New Leaf the player can get a makeover to resemble one of their Miis by using a Mii mask. Each service offered costs 3,000 Bells and only one service can be done per day.",https://dodo.ac/np/images/thumb/8/89/CF_Shampoodle_Exterior.png/250px-CF_Shampoodle_Exterior.png
1655713058-1469,https://nookipedia.com/wiki/Category:Locations,Bus stop,https://nookipedia.com/wiki/Bus_stop,Bus stop,The bus stop is a location in Animal Crossing: City Folk that allows players to take Kapp'n's bus to and from the city.,https://dodo.ac/np/images/thumb/5/5c/CF_Bus_Stop_Town.png/250px-CF_Bus_Stop_Town.png
1655713073-1475,https://nookipedia.com/wiki/Category:Locations,Bay,https://nookipedia.com/wiki/Bay,Bay,"A bay is a geographical feature that can be found in a player's town in Animal Crossing and Animal Crossing: City Folk. Bays have the appearance of a small lake located next to the town's sea, however, there are two different types of bays, the non-beached Bay and the beached bay.",https://dodo.ac/np/images/thumb/e/ee/CF_Bay.jpg/200px-CF_Bay.jpg
1655713046-1464,https://nookipedia.com/wiki/Category:Locations,Campsite (Pocket Camp),https://nookipedia.com/wiki/Campsite_(Pocket_Camp),Campsite (Pocket Camp),The campsite is the player's own customizable area in Animal Crossing: Pocket Camp.,https://dodo.ac/np/images/thumb/7/7f/Campsite_PC_Artwork.png/250px-Campsite_PC_Artwork.png
1655713114-1482,https://nookipedia.com/wiki/Category:Locations,Able Sisters,https://nookipedia.com/wiki/Able_Sisters,Able Sisters,"The Able Sisters is a clothing shop and one of the main stores in the Animal Crossing series. It is owned and run by Sable and Mabel, and in Animal Crossing: New Leaf, the third sister, Label, works in an attachment to the shop that sells accessories and headwear. The original store was owned and run by the sisters' parents until their deaths when the business was handed over to Sable. Sable was left to look after her younger sister, Mabel. Mabel interacts with customers, while Sable creates patterns.",https://dodo.ac/np/images/thumb/c/cb/Able_Sisters_PG_Wallpaper.jpg/250px-Able_Sisters_PG_Wallpaper.jpg
1655712871-1398,https://nookipedia.com/wiki/Category:Locations,T.I.Y.,https://nookipedia.com/wiki/T.I.Y.,T.I.Y.,"T.I.Y. (formatted as T.I.Y in its logo) is a store in Animal Crossing: New Leaf owned by Timmy and Tommy. It is the fourth incarnation of the Nooklings' store, and it appears on Main Street. The store features more items than its previous incarnation, Super T&T, and it features an entrance to the Garden Shop from within the store.",https://dodo.ac/np/images/thumb/d/da/NL_T.I.Y._Exterior.jpg/250px-NL_T.I.Y._Exterior.jpg
1655713020-1454,https://nookipedia.com/wiki/Category:Locations,Farway Museum,https://nookipedia.com/wiki/Farway_Museum,Farway Museum,"The Farway Museum is a museum outside of the player's town in the Animal Crossing series. Its major appearance is in Animal Crossing and Doubutsu no Mori e+, where players have to send unidentified fossils to in order to have them identified. The sole reason for this was that Blathers, the curator of the town's museum, was not qualified to do so. In subsequent games, he was given permission to identify these fossils, removing any need for the Farway Museum. Despite this, it is still referenced in Animal Crossing: Wild World and plays a small role in Animal Crossing: New Horizons.",https://dodo.ac/np/images/thumb/e/e9/NH_Letter_Farway_Museum.jpg/250px-NH_Letter_Farway_Museum.jpg
1655712885-1404,https://nookipedia.com/wiki/Category:Locations,Shop,https://nookipedia.com/wiki/Shop,Shop,"The shop is a facility in Animal Crossing: Happy Home Designer. There are two shops, one next to the café and one next to the restaurant. The second one is part of the second group of facilities to be unlocked, along with the restaurant, office, and department store, while the first is part of the first set with the hospital and café.",https://dodo.ac/np/images/thumb/4/43/HHD_Shop_Outside.png/250px-HHD_Shop_Outside.png
1655713005-1448,https://nookipedia.com/wiki/Category:Locations,Happy Home Showcase,https://nookipedia.com/wiki/Happy_Home_Showcase,Happy Home Showcase,"The Happy Home Showcase is a plaza that appears in Animal Crossing: New Leaf, allowing players to meet and visit other players' homes after connecting through the StreetPass feature of the Nintendo 3DS. This feature is not available when
the system has parental controls on—Digby blocks the player if they try to enter.",https://dodo.ac/np/images/thumb/6/6b/NL_Happy_Home_Showcase_Gate.jpg/250px-NL_Happy_Home_Showcase_Gate.jpg
1655712976-1437,https://nookipedia.com/wiki/Category:Locations,Main Street,https://nookipedia.com/wiki/Main_Street,Main Street,"Main Street (商店街, Shōtengai?, Shopping District) is a location introduced in Animal Crossing: New Leaf. It is a shopping district located to the north of every player's town, and is accessed by going across the train crossing. Initially the street is sparsely populated, with several dilapidated buildings. As the town is improved, and after certain prerequisites are met, additional facilities will become available to the player and the background music can change. Main Street is similar in concept to the city featured in Animal Crossing: City Folk.",https://dodo.ac/np/images/thumb/5/53/AC3D-Direct2.jpg/250px-AC3D-Direct2.jpg
1655712941-1424,https://nookipedia.com/wiki/Category:Locations,OK Motors,https://nookipedia.com/wiki/OK_Motors,OK Motors,"OK Motors (OKモータース, OK Mōtāsu) is a camper customization store in Animal Crossing: Pocket Camp. Giovanni, Carlo, and Beppe, who are new to the Animal Crossing series, are three ravens that run the shop. On February 13, 2018 an arcade cabinet resembling a slot machine was added as part of the 1.2.0 Pocket Camp update. This machine sits outside of OK Motors and provides access to the Brake Tapper mini-game.",https://dodo.ac/np/images/thumb/2/21/OK_Motors_art.png/250px-OK_Motors_art.png
1655712915-1413,https://nookipedia.com/wiki/Category:Locations,Resident Services,https://nookipedia.com/wiki/Resident_Services,Resident Services,"Resident Services is a location in Animal Crossing: New Horizons, serving as the hub where the island's civic duties are conducted. The Bulletin Board and the town's Plaza are located outside. It replaces the town hall from prior games.",https://dodo.ac/np/images/thumb/9/9f/NH_Resident_Services_Building.jpg/250px-NH_Resident_Services_Building.jpg
1655712948-1426,https://nookipedia.com/wiki/Category:Locations,Observatory,https://nookipedia.com/wiki/Observatory,Observatory,"The Observatory is a room located upstairs in the museum. It is run by Celeste, the sister of Blathers. It was first introduced in Animal Crossing: Wild World and also featured in Animal Crossing: City Folk.",https://dodo.ac/np/images/thumb/1/10/CF_Observatory.jpg/250px-CF_Observatory.jpg
1655713039-1461,https://nookipedia.com/wiki/Category:Locations,Club LOL,https://nookipedia.com/wiki/Club_LOL,Club LOL,"Club LOL, stylized as Club 101, is a location on Main Street in Animal Crossing: New Leaf. It is run by Dr. Shrunk, who allows the player to learn emotions. Additionally, K.K. Slider performs on Saturday nights, and also performs as DJ KK on all other nights.",https://dodo.ac/np/images/1/19/NL_Club_LOL_Exterior_and_Location.png
1655712895-1408,https://nookipedia.com/wiki/Category:Locations,School,https://nookipedia.com/wiki/School,School,"The school is a facility that appears in Animal Crossing: Happy Home Designer and Animal Crossing: New Horizons – Happy Home Paradise. In the former game, it is situated on Main Street directly in the center-north of the main plaza. In the latter game, it is located on the main island of the Archipelago.",https://dodo.ac/np/images/thumb/b/b9/School_HHD_Artwork.png/250px-School_HHD_Artwork.png
1655712982-1439,https://nookipedia.com/wiki/Category:Locations,List of implied locations,https://nookipedia.com/wiki/List_of_implied_locations,List of implied locations,"In the Animal Crossing series, there are places that are mentioned by villagers or other characters, but cannot be seen or visited by the player.",null
1655712936-1422,https://nookipedia.com/wiki/Category:Locations,Photo Booth,https://nookipedia.com/wiki/Photo_Booth,Photo Booth,The Photo Booth is a location in Animal Crossing: New Leaf that allows the player to take or retake their Town Pass Card photo for 500 Bells.,https://dodo.ac/np/images/4/40/NL_Photo_Booth_Exterior.png
1655713015-1452,https://nookipedia.com/wiki/Category:Locations,Fountain,https://nookipedia.com/wiki/Fountain,Fountain,"The Fountain is a landmark in Animal Crossing: City Folk and Animal Crossing: New Leaf, and can be found in both the city and the town. The town's Fountain is also inhabited by Serena. After the player donates 200,000 Bells to the town fund and a bridge has been built, the player can donate an additional 400,000 Bells to the town fund. As a result, a Fountain will be built in front of the Bus Stop a week later.",https://dodo.ac/np/images/thumb/d/d5/Fountain_NL_Model.png/250px-Fountain_NL_Model.png
1655713007-1449,https://nookipedia.com/wiki/Category:Locations,Happy Home Academy,https://nookipedia.com/wiki/Happy_Home_Academy,Happy Home Academy,"The Happy Home Academy (HHA), known as the Happy Room Academy (HRA) prior to Animal Crossing: New Leaf, is a housing association in the Animal Crossing series that evaluates and scores the player's house. The house is scored based on the items placed in the players house, with certain types of items worth more than others, and some offering point bonuses. When the HHA evaluates the player's home, it sends the player a letter containing their score and advice on how to improve it; if the player reaches certain score thresholds, the HHA will send them unique items.",https://dodo.ac/np/images/thumb/4/4e/CF_Happy_Room_Academy_Exterior.png/250px-CF_Happy_Room_Academy_Exterior.png
1655712860-1393,https://nookipedia.com/wiki/Category:Locations,Tortimer Island,https://nookipedia.com/wiki/Tortimer_Island,Tortimer Island,"Tortimer Island is a tropical island south of the player's town in Animal Crossing: New Leaf. The island is accessed via a boat ride by Kapp'n from the town's dock. On the island is an interior lobby where Leilani, Leila, and Grams reside; the player can register for minigame tours, purchase exclusive items, and sell items in the lobby. Outside is a circular island where the player can catch bugs, fish, and sea creatures. The climate on the island is always summer.",https://dodo.ac/np/images/thumb/9/91/NL_Tortimer_Island_Beach.png/250px-NL_Tortimer_Island_Beach.png
1655713060-1470,https://nookipedia.com/wiki/Category:Locations,Bulletin board,https://nookipedia.com/wiki/Bulletin_board,Bulletin board,"The bulletin board is a noticeboard where messages from other players and villagers are posted; it appears in every game in the Animal Crossing series. Messages are frequently posted by villagers, proprietors and town officials promoting events in town. The player can compose and post their own custom messages, and Tom Nook will highlight this by directing the player to post an advertisement for his store on the board while working for him part-time. Messages can only contain a finite number of text characters, though New Horizons introduces the ability to draw picture messages.",https://dodo.ac/np/images/thumb/b/be/NH_Bulletin_Board.jpg/250px-NH_Bulletin_Board.jpg
1655713034-1459,https://nookipedia.com/wiki/Category:Locations,Crazy Redd's,https://nookipedia.com/wiki/Crazy_Redd%27s,Crazy Redd's,"Crazy Redd's (known as Crazy Redd's Furniture Emporium in Animal Crossing and Redd's Gallery in New Leaf) is a store run by Redd, a fox with a shifty nature. The shop contains items that can also be bought from Tom Nook in his store, but for a higher price, as well as items sold exclusively by Redd which cannot be found anywhere else.",https://dodo.ac/np/images/thumb/7/76/NL_Redd%27s_Gallery_Interior.png/250px-NL_Redd%27s_Gallery_Interior.png
1655713076-1476,https://nookipedia.com/wiki/Category:Locations,Auction house,https://nookipedia.com/wiki/Auction_house,Auction house,The auction house is a building in the city in Animal Crossing: City Folk run by Lloid that allows players to sell items to friends visiting over Wi-Fi or to other human residents in town. It is the only building in the city open for business all day.,https://dodo.ac/np/images/thumb/f/fd/CF_Auction_House_Exterior.png/250px-CF_Auction_House_Exterior.png
1655712954-1429,https://nookipedia.com/wiki/Category:Locations,Nookington's,https://nookipedia.com/wiki/Nookington%27s,Nookington's,"Nookington's is the fourth and final incarnation of Tom Nook's store. It first appears in Doubutsu no Mori and appears in all subsequent games up to and including Animal Crossing: City Folk. It is a multi-story department store, featuring more items than its predecessor, Nookway. This store introduces Timmy and Tommy, who work on the second floor. The first floor of Nookington's sells miscellaneous items, while the second floor sells housewares.",https://dodo.ac/np/images/thumb/7/7d/CF_Nookington%27s_Exterior.png/250px-CF_Nookington%27s_Exterior.png
1655713001-1446,https://nookipedia.com/wiki/Category:Locations,Harv's Island,https://nookipedia.com/wiki/Harv%27s_Island,Harv's Island,"Harv's Island is a location in Animal Crossing: New Horizons where Harvey lives. On this island is Photopia, a building where the player is able to set up shots and take photos with characters.",https://dodo.ac/np/images/thumb/a/af/NH_Harv%27s_Island.jpg/250px-NH_Harv%27s_Island.jpg
1655712952-1428,https://nookipedia.com/wiki/Category:Locations,Nookling Junction,https://nookipedia.com/wiki/Nookling_Junction,Nookling Junction,"The Nookling Junction is a store in Animal Crossing: New Leaf owned by Timmy and Tommy. It is the first incarnation of the Nooklings' store, and it appears on Main Street. The Nookling Junction is similar in appearance to Nook's Cranny from Animal Crossing, Wild World, and City Folk.",https://dodo.ac/np/images/4/44/NL_Nookling_Junction_Exterior.png
1655713097-1479,https://nookipedia.com/wiki/Category:Locations,Apparel shop,https://nookipedia.com/wiki/Apparel_shop,Apparel shop,"The apparel shop is a facility in Animal Crossing: New Horizons – Happy Home Paradise located on the main island of the archipelago. The shop can be built after completing 30 vacation homes for Paradise Planning, and can be given a custom name if the player so desires. The building for the shop is situated in the very north-east corner of the island, to the right of the Restaurant. Before being constructed, it is simply a undecorated vacant building and the door is locked.",https://dodo.ac/np/images/thumb/f/f5/HHP_Promo_63.jpg/250px-HHP_Promo_63.jpg
1655713053-1467,https://nookipedia.com/wiki/Category:Locations,Café,https://nookipedia.com/wiki/Caf%C3%A9,Café,"The café is a facility in Animal Crossing: Happy Home Designer and Animal Crossing: New Horizons – Happy Home Paradise. In the former game, it is situated on Main Street to the right of the school. In the latter game, it is located on the main island of the archipelago.",https://dodo.ac/np/images/thumb/0/01/HHD_Caf%C3%A9_Unopened.jpg/250px-HHD_Caf%C3%A9_Unopened.jpg
1655712883-1403,https://nookipedia.com/wiki/Category:Locations,Shovelstrike Quarry,https://nookipedia.com/wiki/Shovelstrike_Quarry,Shovelstrike Quarry,"Shovelstrike Quarry is a location in Animal Crossing: Pocket Camp hosted by Lloid. The player can use a shovel to mine rocks to collect ore, which includes gold nugget, silver nugget, ruby, and sapphire. Lloid will give the player Bells and possibly an extra reward of a certain type of crafting material.",https://dodo.ac/np/images/thumb/1/1e/Shovelstrike_Quarry_PC_Map_Icon.png/250px-Shovelstrike_Quarry_PC_Map_Icon.png
1655712956-1430,https://nookipedia.com/wiki/Category:Locations,Nook's Homes,https://nookipedia.com/wiki/Nook%27s_Homes,Nook's Homes,"Nook's Homes[nb 3] is a real estate facility in Animal Crossing: New Leaf and Animal Crossing: Happy Home Designer. It is run by Tom Nook, who allows the player to expand their home and customize the exterior of it, and speak with Happy Home Academy representative Lyle to receive a detailed assessment of the home. Together, their services assist the player in the external, internal, and structural aspects of the home.",https://dodo.ac/np/images/thumb/6/64/Nook%27s_Homes_HHD_Artwork.png/250px-Nook%27s_Homes_HHD_Artwork.png
1655712924-1417,https://nookipedia.com/wiki/Category:Locations,Pond,https://nookipedia.com/wiki/Pond,Pond,"The pond, also called a holding pond, is the smallest body of water in a Animal Crossing series town. It is the small patch of water that would probably fit inside a six-by-six sized room in the player's house. Prior to Animal Crossing: New Horizons, there are usually two ponds in every town, with some towns having more depending on the layout, and some towns having only one. The fish are small and not worth much, but they are exclusive to ponds. Only two bugs are found in ponds; the pondskater and diving beetle. No fish will appear in ponds during winter, but trash can still be caught in Animal Crossing: New Leaf.",https://dodo.ac/np/images/thumb/9/9f/CF_Pond.jpg/200px-CF_Pond.jpg
1655713041-1462,https://nookipedia.com/wiki/Category:Locations,City,https://nookipedia.com/wiki/City,City,"The city is a location in Animal Crossing: City Folk that can be visited by riding the bus from town. Only a central plaza area can be explored in City Folk, housing merchants and services, a theatre, and with access to the Resetti Surveillance Center. Random villagers from out of town, possibly inhabitants of the city, can be seen wandering the plaza and browsing the shops. The villagers that can be seen in the plaza will change every time a building is entered and exited by the player. Precipitation in the city affects the town, even if the weather is different there. For example, flowers in the town will be hydrated by rain in the city, and Gyroids can be found buried underground the next day.",https://dodo.ac/np/images/thumb/a/a8/City_CF_Artwork.jpg/250px-City_CF_Artwork.jpg
